?b isMarriedTo ?a,?a isMarriedTo ?b
?a isAffiliatedTo ?c   Faton_Toski playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Domenic_Mobilio playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Macauley_Chrisantus playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Edmond_Kapllani playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Mark_Rudan playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Christoph_Westerthaler playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Sasha_Victorine playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Christian_Keller_(footballer) playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Tiago_Campagnaro playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Shaun_Lowther playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Patrick_Helmes playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Matthias_Maucksch playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Dietmar_Roth playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Chris_Henderson playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Jens_Rasiejewski playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   D._J._Countess playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Gledson playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Kamani_Hill playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Nikolas_Ledgerwood playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Jurgen_Gjasula playsFor ?c,?a hasGender male
?a isAffiliatedTo ?c   Giorgos_Theodoridis playsFor ?c,?a hasGender male
?a worksAt ?c   ?c isLocatedIn United_States,?a hasGender male
?a worksAt ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wordnet_university_108286569,?a hasGender male
?a hasAcademicAdvisor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wordnet_person_100007846,?a hasGender male
?a hasAcademicAdvisor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wordnet_scientist_110560637,?a hasGender male
?a wroteMusicFor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wikicat_American_films,?a hasGender male
?a wroteMusicFor ?c   ?c http://www.w3.org/1999/02/22-rdf-syntax-ns#type wordnet_movie_106613686,?a hasGender male
?a wroteMusicFor ?c   ?c isLocatedIn United_States,?a hasGender male
?a playsFor ?c   ?c hasWonPrize Order_of_Prince_Henry,?a hasGender male
?a playsFor ?c   Frank_Eggeling isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marco_Stark isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Matt_Jordan isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Revaz_Arveladze isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Gilsinho isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Amir_Shapourzadeh isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marcus_Wedau isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Baruch_Dego isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sebastian_Huke isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nathan_Burns isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Martin_Andrade_Weber_Chagas_Carvalho isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Quim_(footballer_born_1975) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Caiuby isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ante_Milicic isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Miklos_Molnar isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Abuda_(footballer_born_1986) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rudolf_Kargus isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ken_Armstrong_(footballer_born_1924) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Paul_Bravo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Robson_Ponte isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Brett_Emerton isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Hubert_Busby isAffiliatedTo _Jr.,?a hasGender male
?a playsFor ?c   Dennis_Cagara isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alex_Brosque isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Manuel_Bento isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   MirosBaw_Spi|ak isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lior_Asulin isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Levan_Tskitishvili isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Winfried_Berkemeier isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marcel_Maltritz isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lawrence_Aidoo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ismael_Ehui isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   James_Cotterill isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Andrzej_Rudy isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kevin_Nicol isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sebastian_Hille isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Vlado_Bozinovski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Robert_Wulnikowski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jens_Melzig isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Bernhard_Trares isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Reinhold_Hintermaier isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lars_Lunde isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ivan_Saenko isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Wynton_Rufer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Colin_Bell_(footballer_born_1961) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Leandro_Grech isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Mathias_Jack isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Thomas_Seeliger isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Edgar_Schmitt isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Hannes_Reinmayr isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Klaus_Zaczyk isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rolf_Fringer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Song_Jin-hyung isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Stephen_Laybutt isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alan_Kardec isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Gunther_Schepens isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kenny_Pavey isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marco_Antonio_Alvarez_Ferreira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Isaac_Boakye isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Eduardo_Rubio isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Yannick_Dias_Pupo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Frode_Kippe isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Bruce_Djite isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jeremy_Christie isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Amadou_Konte isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Joshua_Kennedy isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Dany_Mendes_Ribeiro isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Yannick_Boli isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Juan_Carlos_Arce isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Yeghia_Yavruyan isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Christian_Mikolajczak isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Chad_Marshall isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Fernando_Martel isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Damian_Mori isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ashley_Allanson isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Hendry_Thomas isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sebastian_Heidinger isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Frank_Rost isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Philipp_Laux isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Damien_Perquis isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Anderson_Salles isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Anthony_Danze isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Fumagalli isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ralf_Loose isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Raphael_Koczor isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marcelo_Mattos isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Peter_Degn isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Martin_Braun isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alessandro_Rosa_Vieira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Egon_Piechaczek isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Olivier_N'Siabamfumu isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Niklas_Skoog isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rafael_de_Andrade_Bittencourt_Pinheiro isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lynel_Kitambala isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Tim_Erfen isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Andreas_Hilfiker isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Chhunly_Pagenburg isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Mauricio_Aros isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Michael_Beauchamp isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Johnny_Hansen_(footballer_born_1943) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Benjamin_Siegert isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Eduardo_Delani isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Maik_Franz isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Justin_Evans isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Matthias_Lust isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ryan_Townsend isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alexandre_Rodriguez_de_Oliveira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   David_Vanole isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Issey_Nakajima-Farran isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Paulo_Almeida isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Tiago_Calvano isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Frank_Saborowski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Altin_Rraklli isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Markus_Husterer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Philippe_Bergeroo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Waldo_Ponce isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Witold_Wawrzyczek isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alex_Smithies isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Iliyan_Mitsanski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Frederico_Rosa isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Dirk_Langerbein isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Fagner_Conserva_Lemos isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Chris_McCann isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Bastian_Reinhardt isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   David_Zdrilic isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lionel_Mathis isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Vyacheslav_Hleb isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Aleksandre_Iashvili isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Horst_Heese isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Pedro_Reyes isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nei_(footballer_born_1985) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Peter_Graulund isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Dennis_Kempe isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Chadli_Amri isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Leandro_Montera_da_Silva isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alexander_Voigt isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Tim_Smolders isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Mick_Prendergast isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   David_Tarka isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Anderson_Roberto_da_Silva_Luiz isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Stefan_Meissner isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alexandre_Pato isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Mladen_Rudonja isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Michael_Thwaite isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Mark_Robertson isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Macoumba_Kandji isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   John_Doyle_(soccer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Darren_Young_(New_Zealand_footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Vlad_Munteanu isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Thomas_Ernst isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jens_Truckenbrod isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ricardo_Francisco_Rojas isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Simon_Elliott isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Thomas_Kastenmaier isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Michael_Curcija isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Vitus_Nagorny isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Wenanty_Fuhl isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   James_Holland_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Yoshito_Lkubo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Eli_Zizov isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nikita_Rukavytsya isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Harry_Smith_(footballer_born_1930) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Uli_Bayerschmidt isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nelsinho_Baptista isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Adie_Mike isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Abdelkrim_El_Hadrioui isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kevin_Maek isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Abderraouf_Zarabi isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rodrigo_Vergilio isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Simon_Terodde isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   James_Robinson_(footballer_born_1982) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Dean_Heffernan isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jorge_Henrique_de_Souza isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Pekka_Lagerblom isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nana_Eshun_(footballer_born_1982) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   George_Robledo isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Iran_Andrielle_de_Oliveira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Claudio_Maldonado isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Janosch_Dziwior isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Daniel_Wass isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alexandre_Cerdeira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Joseph_Laumann isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Michael_Lejan isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Robbie_Kruse isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ruben_Zadkovich isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nelson_Tapia isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Shergo_Biran isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Patrick_Zoundi isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Bernardo_Fernandes_da_Silva isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Oliver_Reck isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ted_Gillen isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Craig_Foster isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Cidimar isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Cristian_Chagas_Tarouco isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Daniel_Schumann isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Wolfgang_Sandhowe isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kleyr_Vieira_dos_Santos isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ryan_Griffiths_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   de/PaweB_Wojtala isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Uwe_Wegmann isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Harun_Isa isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Levan_Silagadze isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alexander_Laas isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Scott_Jamieson isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Charles_Akonnor isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Clederson_Cesar_de_Souza isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nassim_Ben_Khalifa isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Peter_Geyer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nolito isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Michael_Baird_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rodrigo_Tello isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Amir_Lowery isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Pablo_Freitas_Cardoso_Mello isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Uwe_Rapolder isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Brian_O'Callaghan isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jurica_Siljanoski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Steven_Thicot isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Scott_Garlick isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Matthew_Bingley isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sven_Kmetsch isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kim_Olsen isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Bo_Henriksen isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Zach_Wells isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Klodian_Duro isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Matthias_Hagner isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Andreas_Zeyer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Florian_Kringe isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marius_Ebbers isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sandro_Burki isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Willy_Giesemann isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jaime_Romero isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Madjer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Karsten_Hutwelker isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Kaj_Poulsen isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Hugo_Rubio isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Sebastian_Pelzer isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Altin_Lala isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Luciano_Civelli isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alejandro_Osorio isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Airton_Ribeiro_Santos isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Formiga_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Massimo_Cannizzaro isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Daniel_Brosinski isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Babacar_Gueye isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Archie_Thompson isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Marc_Stein_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Luciano_Henrique isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jorge_Wagner isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Peter_Peschel isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Emerson_Pereira isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rodrigo_Souto isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Darren_Sawatzky isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Rodrigo_Fernandes_Valete isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Angelo_Barletta isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Nico_Pellatz isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Paolo_Guerrero isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Domingos_Alexandre_Martins_Costa isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Heath_Pearce isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Denis_Berger isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Ross_Aloisi isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Lima_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Jaime_Pizarro isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Andreas_Keim isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Youssef_Mokhtari isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Daniel_Gordon_(footballer) isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Alain_Sutter isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Tony_Popovic isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Steve_Corica isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Luke_Waterfall isAffiliatedTo ?c,?a hasGender male
?a playsFor ?c   Christian_Pospischil isAffiliatedTo ?c,?a hasGender male
